09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/contact]}" onto public java.lang.String com.enter.controller.StaticController.contact() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/news]}" onto public java.lang.String com.enter.controller.StaticController.news() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/totalCount],methods=[GET]}" onto public java.lang.Object com.enter.controller.TrolleyController.productCountFromTrolley() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/delete/id/{trolleyId}],methods=[DELETE]}" onto public java.lang.Object com.enter.controller.TrolleyController.deleteFromTrolley(java.lang.Long) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/delete/bacth/ids/{trolleyIds}],methods=[DELETE]}" onto public java.lang.Object com.enter.controller.TrolleyController.bacthDeleteFromTrolley(java.lang.String) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/view],methods=[GET]}" onto public java.lang.String com.enter.controller.TrolleyController.listMyTrolley(org.springframework.ui.Model) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/ajax/view],methods=[GET]}" onto public java.lang.Object com.enter.controller.TrolleyController.ajaxToMyTrolley() 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/trolley/add],methods=[POST]}" onto public java.lang.Object com.enter.controller.TrolleyController.addToTrolley(java.lang.Long,java.lang.Integer,java.lang.String,java.lang.String) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/modify/userName],methods=[PUT]}" onto public java.lang.Object com.enter.controller.UserController.editUserName(java.lang.String) 
09:17:21.693 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/overView],methods=[GET]}" onto public java.lang.String com.enter.controller.UserController.accountInfo(org.springframework.ui.Model) 
09:17:21.703 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/modifyPwd],methods=[PUT]}" onto public java.lang.Object com.enter.controller.UserController.modifyPwd(java.lang.String,java.lang.String) 
09:17:21.703 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/modify/email],methods=[PUT]}" onto public java.lang.Object com.enter.controller.UserController.modifyEmail(java.lang.String,java.lang.String) 
09:17:21.703 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/tel/modify/],methods=[PUT]}" onto public java.lang.Object com.enter.controller.UserController.modifyTel(java.lang.String,java.lang.String) 
